"","x1","against_blm","for_blm","name","party","text","time","topic_blm"
"712",45949,0,0,"Tom Wolf","Democratic","if your regular unemployment compensation benefits have expired, you could be eligible for the pandemic emergency unemployment compensation program.

find out more and apply today: http://on.pa.gov/3fblqr5","2020-06-12 14:00:00",0
"713",45953,NA,NA,"Tom Wolf","Democratic","more on the actions i announced last week to address concerns about community relations with law enforcement","2020-06-11 15:01:07",1
"714",45955,NA,NA,"Tom Wolf","Democratic","i’m taking executive action on police reform in pennsylvania.
 
we can’t go on without acknowledging that our system was built on a foundation of racism.
 
we can do better. we must do better. change starts now.","2020-06-11 12:00:01",1
"715",45961,0,0,"Tom Wolf","Democratic","the disaster declaration provides protections for businesses, workers, and residents in the face of a global pandemic.
 
it also helps us quickly activate 
@panationalguard
 to help in nursing homes, deploy commonwealth personnel, and respond to this emergency with less red tape.","2020-06-10 17:22:23",0
"716",45963,0,0,"Tom Wolf","Democratic","created a business-to-business portal to allow for protective equipment exchange.
 urged the usda to provide funding for pa agriculture.
 
learn more and find food resources near you at http://agriculture.pa.gov/food_security.","2020-06-10 14:06:41",0
"717",45970,NA,NA,"Tom Wolf","Democratic","new advisory commission will review allegations of misconduct by law enforcement
 helping municipalities create citizen advisory boards
 starting a racial and ethnic disparities subcommittee","2020-06-09 14:00:12",1
"718",45971,NA,NA,"Tom Wolf","Democratic","here are some of the first steps i’m taking to address concerns about community relations with law enforcement:
 new deputy inspector general role will focus on preventing fraud, waste, misconduct, and abuse by law enforcement agencies","2020-06-09 14:00:12",1
"719",45990,NA,NA,"Tom Wolf","Democratic","there’s more to do. 

i am committed to building a better, more equitable democracy in pennsylvania, and i thank the thousands of peaceful protestors who have bravely stood up in the face of injustice to make their voices heard.

i’m listening.

#blacklivesmatter","2020-06-05 12:05:24",1
"720",45991,NA,NA,"Tom Wolf","Democratic","we’ve already had some success. 

in 2016, we implemented a fair funding formula to more equally fund school districts. 

we’ve come together on a bipartisan basis to pass criminal justice reform legislation.","2020-06-05 12:05:24",1
"721",45992,NA,NA,"Tom Wolf","Democratic","a couple of days ago, pennsylvania’s police reform workgroup put forward thoughtful proposals to improve community-police relationships at all levels. 

i’m working with them to implement their recommendations and pass legislation to address inequalities.","2020-06-05 12:05:24",1
"722",45994,NA,NA,"Tom Wolf","Democratic","we are going to work with municipalities to develop citizen police advisory boards and organizations that provide transparency and independent accountability.

we also will do this at a statewide level to ensure we address all incidents of misconduct within our own agencies.","2020-06-05 12:05:23",1
"723",45995,NA,NA,"Tom Wolf","Democratic","we will work to create better community relations and will stand up a racial and ethnic disparities subcommittee within 
@pacrimecomm
.

this subcommittee will review criminal justice data at all decision points and recommend policy changes, education programs, funding, and more.","2020-06-05 12:05:23",1
"724",45996,NA,NA,"Tom Wolf","Democratic","a new deputy inspector general is tasked with removing waste, misconduct, fraud, and abuse in law enforcement agencies under my jurisdiction.

this includes the department of corrections, state police, capitol police, the probation & parole board, and the national guard.","2020-06-05 12:05:23",1
"725",45997,NA,NA,"Tom Wolf","Democratic","yesterday i took action to address violence and oppression against pennsylvanians of color.

to start, i’m directing state police and the municipal police training commission to review/revise their training curriculum. we must thoroughly review and revise use-of-force training.","2020-06-05 12:05:23",1
"726",45998,NA,NA,"Tom Wolf","Democratic","i’m at today’s march against injustice and gun violence 2020 in harrisburg in solidarity with our community.
 
black lives matter. racism must end. i am here to listen.","2020-06-03 19:03:00",1
"727",46001,0,0,"Tom Wolf","Democratic","today is the pennsylvania primary election.

please practice social distancing and remember to thank your poll workers if you're voting at a polling place today.
 find your polling place and learn how to stay safe: http://on.pa.gov/atthepolls.","2020-06-02 12:31:27",0
"728",46002,NA,NA,"Tom Wolf","Democratic","touring philadelphia with community business owners. 

shortly, i will speak about protests across pennsylvania and condemn racism, oppression, and injustice.","2020-06-01 21:14:36",1
"729",46003,0,0,"Tom Wolf","Democratic","i listened to several generations of black clergy share their perspectives. 
 
two major topics they brought up are a need for more jobs and mental health services in the community.","2020-06-01 21:13:39",0
"730",46005,NA,NA,"Tom Wolf","Democratic","socially distanced greetings with 
@phillypolice
 chief danielle outlaw.
 
chief outlaw has spoken out to condemn the death of george floyd. she reported that this weekend's protests were peaceful —  the criminal activity we saw was not a part of protests, according to police.","2020-06-01 19:38:05",1
"731",46006,NA,NA,"Tom Wolf","Democratic","in philadelphia today to talk about how we can support the black community during this difficult time.

first stop: meeting with 
@phillymayor
 & 
@phillypolice
. 

we know people are hurting. we must move toward ending racism and promoting healing while keeping pennsylvanians safe.","2020-06-01 18:09:53",1
"732",46007,NA,NA,"Tom Wolf","Democratic","working with 
@pemahq
 and 
@padmva
, at the request of municipalities, we activated 
@panationalguard
 members yesterday to keep our communities safe.

over 600 guardsmen have been placed on state active duty to provide support to local law enforcement.","2020-05-31 22:19:55",1
"733",46008,NA,NA,"Tom Wolf","Democratic","i don't want to lose sight of why we are here.

i want to again send my condolences to the family and friends of george floyd, and everyone impacted by oppression, racism, and violence.

every day, in every corner of our society, we need to work at eliminating racism.","2020-05-31 17:46:41",1
"734",46009,NA,NA,"Tom Wolf","Democratic","i urge everyone to be peaceful.

i urge everyone to have respect for our communities and our neighbors.

and i urge all of us to continue to call out injustice.

and i thank all of our first responders.","2020-05-31 17:46:40",1
"735",46012,NA,NA,"Tom Wolf","Democratic","many pennsylvanians joined together yesterday to speak out against injustice and made their voices heard peacefully.

but in some of our cities – including philadelphia, harrisburg, and pittsburgh – people took advantage of these peaceful protests to incite violence and looting.","2020-05-31 17:46:40",1
"736",46014,NA,NA,"Tom Wolf","Democratic","today, many will gather to protest the murder of george floyd.

they will also call attention to the crying need for all of us to rededicate ourselves to the commonwealth we deserve.

one that is decent, equal, and fair to all.","2020-05-31 17:46:39",1
"737",46015,NA,NA,"Tom Wolf","Democratic","this declaration authorizes the commonwealth and its agencies to assist municipalities in their response to de-escalate violence and keep our communities safe: http://governor.pa.gov/newsroom/gov-wolf-signs-emergency-declaration-to-assist-municipalities-during-protests/…","2020-05-31 03:34:13",1
"738",46016,NA,NA,"Tom Wolf","Democratic","this evening, i signed a disaster emergency declaration using my authority to provide all necessary assistance to municipalities as they respond to the escalation of protests in harrisburg, philadelphia, and pittsburgh.","2020-05-31 03:34:12",1
"739",46017,NA,NA,"Tom Wolf","Democratic","people have every right to speak out and demonstrate, but it’s unacceptable to take advantage of protests to incite violence, harm others, and destroy property.","2020-05-31 03:34:12",1
"740",46020,0,1,"Tom Wolf","Democratic","we have seen these injustices happen across the nation and in our commonwealth.

this week, we were all shaken by the murder of george floyd in minnesota.

as pennsylvanians protest, i urge everyone involved to be peaceful and to keep each other safe.","2020-05-30 21:58:34",1
"741",46024,0,0,"Tom Wolf","Democratic","today i signed a budget that sustains education and supports communities amid the pandemic.

this is an encouraging step in the right direction. but more needs to be done to ensure pa has the resources it needs to protect key programs and investments. http://on.pa.gov/2xg3oni","2020-05-29 20:33:37",0
"742",46025,0,1,"Tom Wolf","Democratic","sending my condolences to the friends and family of george floyd.

every day, in every corner of our society, we need to work at eliminating racism.

that means we need to do our part to address racism — from the smallest thought to the biggest action — here in pennsylvania, too.","2020-05-29 19:16:25",1
"743",46031,0,0,"Tom Wolf","Democratic","supplemental nutrition assistance program
 senior farmers' market nutrition program
 commodity supplemental food program

see the full list of available resources","2020-05-29 14:00:07",0
"744",46033,0,0,"Tom Wolf","Democratic","today the first counties moved to the green phase of pa’s reopening plan.
 
several other counties moved from red to yellow today. the counties that remain in the red phase are the ones that have been hardest hit by #covid19.
 
more on pa’s reopening plan: http://governor.pa.gov/plan-for-pennsylvania…","2020-05-29 13:15:37",0
"745",46049,0,0,"Tom Wolf","Democratic","if your county is moving to green:
 it has done a good job at getting cases down and increasing icu capacity, and has a lower risk when it comes to population density and travel patterns.","2020-05-27 15:55:24",0
"746",46061,0,0,"Tom Wolf","Democratic","our young pennsylvanians make me proud every day.
 
thank you, joey swentosky, for using your time and energy to collect food for your community.","2020-05-26 14:00:40",0
"747",46068,0,0,"Tom Wolf","Democratic","the last two months have been trying. 

i thank all of your for your efforts and remember and honor all those we have lost.","2020-05-22 20:12:05",0
"748",46072,0,0,"Tom Wolf","Democratic","these counties will move from the red to yellow phase of reopening may 29:
 dauphin
 franklin
 huntingdon
 lebanon
 luzerne
 monroe
 pike
 schuylkill","2020-05-22 20:12:05",0
"749",46077,0,0,"Tom Wolf","Democratic","we couldn't get through this pandemic without our essential workers.
 
this #143dayinpa, join me in thanking essential workers for their hard work and sacrifice.","2020-05-22 13:34:19",0
"750",46106,0,0,"Tom Wolf","Democratic","perry
 susquehanna
 wyoming
 wayne
 york
 
this virus has not been eradicated from these counties, and we are continuing to closely monitor new case counts.
 
it’s in every pennsylvanian’s best interest to continue to take social distancing seriously.","2020-05-15 18:05:28",0
"751",46107,0,0,"Tom Wolf","Democratic","today, i announced the third round of counties moving from the red to yellow phase.
 
beginning at 12:01 a.m. friday, may 22nd the following 12 counties will join the other 37 yellow phase counties.
 
 adams
 beaver
 carbon
 columbia
 cumberland
 juniata
 mifflin","2020-05-15 18:05:28",0
"752",46111,0,0,"Tom Wolf","Democratic","as counties move from the red to yellow phase, many businesses will be able to resume in-person operations.

to keep our workers, customers, and communities safe, we have released guidance for those operating in yellow phase counties.

see the full list 
 https://pa.gov/guides/responding-to-covid-19/#forbusinesses…","2020-05-14 16:00:01",0
"753",46122,0,0,"Tom Wolf","Democratic","i am so proud of every pennsylvanian who has helped their neighbors during #covid19.
 
with the help of 17 volunteers, 
@erieplayhouse
 has turned old costumes into more than 1,500 masks, which they have donated to 
@upmc
.","2020-05-12 16:00:00",0
"754",46131,0,0,"Tom Wolf","Democratic","dine-in restaurants that open in counties that have not been authorized to reopen will risk receiving a citation.
 
these citations can ultimately lead to the loss of a restaurant’s liquor license.","2020-05-11 16:37:39",0
"755",46141,0,0,"Tom Wolf","Democratic","as we look ahead, know that i am continuously working with experts and looking at the latest data to make decisions.

as much as possible, i want things to get things back to normal for all of you. but we can’t make rash decisions that puts the health of pennsylvanians at risk.","2020-05-08 18:03:31",0
"756",46148,0,0,"Tom Wolf","Democratic","while my executive order delays foreclosures and evictions, i encourage you to contact your mortgage company or landlord if you're struggling to make payments and for companies to be cooperative.

we must help each other out so we can focus on slowing the spread of #covid19.","2020-05-07 17:07:30",0
"757",46157,0,0,"Tom Wolf","Democratic","to reopen our economy to its maximum potential, we need to boost our ability to contain #covid19.

the commonwealth civilian coronavirus corps is my plan to mobilize pennsylvanians to assist in the fight.

working together, we will get through this crisis.","2020-05-06 19:36:44",0
"758",46165,0,0,"Tom Wolf","Democratic","here’s what we’re looking at before we relax #covid19 restrictions for a county or region:
 number of covid cases
 icu and bed capacity
 population density
 population over age 60

(continued 
)","2020-05-05 12:44:58",0
"759",46168,0,0,"Tom Wolf","Democratic","voters can prepare for the june 2 primary election by:
 checking their voter registration status at http://votespa.com/status
 registering or updating their registration at http://register.votespa.com

the deadline to register to vote is only two weeks away: may 18 at 11:59 p.m.","2020-05-04 19:41:13",0
"760",46178,0,0,"Tom Wolf","Democratic","learn more about the data and guidelines we’re following to make these decisions","2020-05-01 20:55:36",0
"761",55405,0,0,"Ralph Northam","Democratic","today is #halloween, and the last day of in-person early voting in virginia! 

millions of virginians have already voted—if you still need to vote, don’t wait, go to your local registrar’s office or a satellite early voting location and #voteearly today.","2020-10-31 16:40:15",0
"762",55412,NA,NA,"Ralph Northam","Democratic","today i signed sweeping police reform into law, including measures to:
ban no-knock warrants
limit use of neck restraints
empower civilian review boards

these laws build trust between police and the people they serve, while keeping virginians safe.","2020-10-28 21:18:05",1
"763",55420,0,0,"Ralph Northam","Democratic","tomorrow is #takebackday—i encourage virginians to use this opportunity to safely and properly dispose of any unneeded or expired prescription medications, and help keep your family and community safe.
to find a collection site near you, visit https://takebackday.dea.gov.","2020-10-23 21:30:42",0
"764",55422,0,0,"Ralph Northam","Democratic","this is the result of virginians doing the right things and following public health guidance—let's keep it up.","2020-10-23 19:01:36",0
"765",55430,NA,NA,"Ralph Northam","Democratic","i just signed new laws that make meaningful reform to policing and our criminal justice system by:
increasing penalties for false police reports based on a person's race, gender identity, or disability
requiring judges to dismiss charges when the prosecution and defense agree","2020-10-21 18:18:27",1
"766",55443,0,0,"Ralph Northam","Democratic","virginia, today is your last day to register to #vote and complete the #2020census.
 register: https://vote.virginia.gov
 fill out your census: https://2020census.gov or call 844-330-2020
 time is running out—make sure you count!","2020-10-15 18:46:46",0
"767",55480,0,0,"Ralph Northam","Democratic","pam is experiencing mild symptoms, and i am asymptomatic. per 
@vdhgov
 guidelines, we will isolate at home for 10 days and then reevaluate our symptoms. 

i am in constant contact with my cabinet and staff, and will continue working from the executive mansion.","2020-09-25 13:51:55",0
"768",55488,0,0,"Ralph Northam","Democratic","virginia, it's #nationalvoterregistrationday!

the strength of our democracy depends on participation—your vote is your voice.

visit https://elections.virginia.gov/registration to register or check your registration status.

the last day to register in virginia is tuesday, october 13.","2020-09-22 17:42:19",0
"769",55492,NA,NA,"Ralph Northam","Democratic","it is with the deepest sadness that pam and i mourn the passing of justice ruth bader ginsburg. a brilliant legal mind and an unwavering beacon in the fight for equal justice, her loss leaves a tremendous void on the supreme court and in our country. may her memory be a blessing.","2020-09-19 00:36:13",1
"770",55496,0,0,"Ralph Northam","Democratic","este #mesdelaherenciahispana, celebramos las innumerables contribuciones de los hispanos y latinos en virginia y en nuestro país.

este mes, y cada mes que sigue, levantemos las voces diversas, las culturas y tradiciones que enriquecen a las comunidades de virginia.","2020-09-17 21:25:54",0
"771",55507,0,0,"Ralph Northam","Democratic","time has not diminished the horror of what we witnessed on september 11, 2001, our grief for the innocent victims, or our gratitude for the brave first responders who ran toward danger to save their fellow americans.","2020-09-11 16:11:28",0
"772",55511,NA,NA,"Ralph Northam","Democratic","in america, we believe in second chances—and as the general assembly considers criminal justice reforms, our administration is continuing our work to give those who have paid their debts to society a second chance.

as of today, we have restored civil rights to 36,242 virginians.","2020-09-09 22:43:46",1
"773",55551,0,0,"Ralph Northam","Democratic","today, 
@vdhcommissioner
 joined 
@johnkingcnn
 to discuss how our first-in-the-nation #covidwise exposure notification app is helping mitigate the spread of #covid19 while protecting virginians’ privacy. to learn more and download the free app, visit http://covidwise.org.","2020-08-20 21:21:43",0
"774",55559,0,0,"Ralph Northam","Democratic","these past few months have been incredibly difficult for everyone. 

people have lost their jobs. 
they have lost their businesses. 
and too many have lost their lives.","2020-08-18 14:02:27",0
"775",55560,0,0,"Ralph Northam","Democratic","i’m sending legislators a package that lifts up our commonwealth's historically black colleges and universities and funds important cultural sites—it’s time for virginia to tell the whole story of american history.","2020-08-18 14:00:16",0
"776",55567,0,0,"Ralph Northam","Democratic","we can all be very proud that in virginia, we have been able to avoid cutting services or laying off large numbers of state workers.

this is no accident—it is the result of taking thoughtful actions, and making prudent decisions.","2020-08-18 13:43:38",0
"777",55568,0,0,"Ralph Northam","Democratic","as we make budget decisions, we must keep in mind that we cannot predict what will happen with the pandemic, when a vaccine will be available, or how much longer this will go on.

so we need to follow the oath that doctors lead with: first, do no harm.","2020-08-18 13:42:04",0
"778",55573,NA,NA,"Ralph Northam","Democratic","it's deeply troubling that on the verge of virginia passing long-overdue police reform, the first black woman to serve as our senate pro tempore is suddenly facing highly unusual charges.
@senlouiselucas
, i look forward to seeing you in richmond tomorrow—so we can get to work.","2020-08-17 22:34:03",1
"779",55574,0,0,"Ralph Northam","Democratic","i’m signing the virginia clean economy act and other landmark legislation to drive new investments in renewable energy across the commonwealth. watch here:","2020-08-17 18:39:20",0
"780",55577,NA,NA,"Ralph Northam","Democratic","i look forward to continuing discussions with lawmakers—now and in advance of next session—as we increase police accountability, transparency, and community engagement.","2020-08-14 17:57:25",1
"781",55578,NA,NA,"Ralph Northam","Democratic","this session is an opportunity to take long overdue action on police reform. 

my top priorities include standardizing mandatory training requirements (including on use of force), empowering civilian review boards, and making it easier to de-certify bad officers.","2020-08-14 17:57:04",1
"782",55616,0,0,"Ralph Northam","Democratic","losing the additional $600 weekly federal unemployment benefit means many virginians will now be faced with unpaid bills, food insecurity, and eviction.

it's time for congress to put partisan politics aside and get the job done.","2020-07-30 22:20:14",0
"783",55634,0,0,"Ralph Northam","Democratic","as we commemorate this anniversary and all that these landmark laws have done for individuals with disabilities, we also recognize that their full promise can only be reached if we continue working to fully implement them.

read our #ada30 proclamation: https://governor.virginia.gov/newsroom/proclamations/proclamation/commemoration-of-the-35th-anniversary-of-the-virginians-with-disabilities-act-and-the-30th-anniversary-of-the-americans-with-disabilities-act.html…","2020-07-26 17:15:22",0
"784",55635,0,0,"Ralph Northam","Democratic","today, we celebrate 30 years of the americans with disabilities act––and virginia led the way five years earlier with the passage of the virginians with disabilities act.

now more than ever, we remain committed to ensuring our commonwealth is inclusive and accessible for all.","2020-07-26 17:14:54",0
"785",55648,0,0,"Ralph Northam","Democratic","virginia is experiencing a heat wave that is expected to last for several days.
 keep cool in air conditioned areas.
 drink plenty of water.
‍ don't leave pets unattended.
 stay informed and check in on family and neighbors.

learn more at https://vaemergency.gov/extreme-heat. #vawx","2020-07-20 18:30:11",0
"786",55650,NA,NA,"Ralph Northam","Democratic","the world has lost a giant in john lewis. his moral courage, his lifelong fight for justice, and his decades of public service have made our nation, and all of us, better. 

let’s honor his memory by carrying on his life’s work — not just with words, but with action.","2020-07-18 14:45:32",1
"787",55660,0,0,"Ralph Northam","Democratic","if you own a restaurant or a business and you’re following the guidelines—thank you. but if not, then your license will be on the line.

we will not hesitate to take action to stop the people who are flouting the rules and putting everyone else at risk.","2020-07-15 0:00:05",0
"788",55663,0,0,"Ralph Northam","Democratic","but hampton roads has recently seen an uptick in #covid19 cases. the percent positivity is 10.1 percent, and it’s been rising for a number of days.

this increase appears to be driven by people who are not adhering to public health guidelines––and i'm very concerned about that.","2020-07-15 0:00:04",0
"789",55675,0,0,"Ralph Northam","Democratic","so far, virginia has avoided the same spike in #covid19 cases that other states are experiencing, but we are starting to see a concerning increase, particularly in hampton roads.

we all have to stay vigilant—we have come too far to let our guard down now.","2020-07-10 15:36:14",0
"790",55678,0,1,"Ralph Northam","Democratic","one year ago, i called a special session to respond to the gun violence epidemic in virginia. i asked legislators for votes and laws—but neither happened.

today, i was proud to sign seven commonsense laws that will prevent gun violence in our commonwealth and save lives.","2020-07-09 22:56:05",1
"791",55687,0,0,"Ralph Northam","Democratic","please wear a mask. 

there is nothing more patriotic than making sacrifices to keep your fellow americans safe. 
#maskupsavelives","2020-07-04 21:00:32",0
"792",55688,NA,NA,"Ralph Northam","Democratic","on #july4th, we celebrate the birth of our nation—and the promise of freedom and equality that this country and commonwealth were founded upon.

today, and every day, we must strive to live up to these ideals, and continue the pursuit of liberty, justice, and opportunity for all.","2020-07-04 16:10:04",1
"793",55689,0,0,"Ralph Northam","Democratic","virginians, let's all work together to stay safe and protect each other this holiday weekend.

as you celebrate, please be responsible and remember to:
 avoid large crowds.
 wear a face covering.
 keep six feet of physical distance.
 wash your hands often.","2020-07-03 16:55:12",0
"794",55693,0,0,"Ralph Northam","Democratic","i'm excited to be back at 
@tccva
's skilled trades academy this morning to talk about new protections for virginia workers taking effect today, including raising the minimum wage. watch:","2020-07-01 14:12:06",0
"795",55698,0,0,"Ralph Northam","Democratic","read my executive order and learn more about the guidelines for phase three here:","2020-06-30 23:25:05",0
"796",55701,0,0,"Ralph Northam","Democratic","new: as virginia moves to phase three tomorrow, current restrictions on bar seating and congregating areas will stay in place.

we are making this modification to keep virginians safe—cases are rising in many other states, and we don't want to see that happen in our commonwealth.","2020-06-30 23:25:04",0
"797",55729,0,0,"Ralph Northam","Democratic","there are primary elections taking place across the commonwealth today.
 see if there is a primary in your locality: http://bit.ly/2a1ube8
 find your polling place: http://elections.virginia.gov/voterinfo.
 polls are open until 7:00 pm—if you vote in person, please be safe.","2020-06-23 15:28:40",0
"798",55733,NA,NA,"Ralph Northam","Democratic","on #juneteenth, we commemorate the day in 1865 when the last enslaved people in america learned of the emancipation proclamation, a pivotal step toward freedom and justice for all.

as we celebrate, we must also educate––on how far we have come, and how far we have to go.","2020-06-19 16:09:03",1
"799",55738,NA,NA,"Ralph Northam","Democratic","earlier today, i sat down with 
@geoffrbennett
 to discuss the work we are doing to advance racial justice and equity here in our commonwealth.

tune in to 
@nbcnightlynews
 at 6:30 pm tonight for the full interview.","2020-06-17 22:20:22",1
"800",55746,NA,NA,"Ralph Northam","Democratic","53 years ago, the supreme court unanimously struck down laws banning interracial marriage in virginia and 15 other states.

today, we celebrate the love and legacy of mildred and richard loving––may their courage inspire us on the march toward racial justice. #lovingday","2020-06-12 16:31:14",1
"801",55755,NA,NA,"Ralph Northam","Democratic","over the next few weeks, i will continue to meet with activists, victims of violence, policymakers, members of stakeholder boards and organizations, and law enforcement officials.

we are taking action.","2020-06-08 19:42:08",1
"802",55757,0,1,"Ralph Northam","Democratic","another unarmed black man, clearly in distress, was wrongly attacked this weekend by a fairfax county police officer. the officer has been charged with assault.

this inhumane behavior happens too often—and usually without accountability or justice for those harmed.","2020-06-08 19:42:07",1
"803",55758,0,0,"Ralph Northam","Democratic","learn more here: https://governor.virginia.gov/newsroom/all-releases/2020/june/headline-857262-en.html…","2020-06-08 19:10:44",0
"804",55764,0,0,"Ralph Northam","Democratic","two years ago today, i signed historic legislation that expanded medicaid eligibility in our commonwealth.

more than 421,000 newly eligible virginians have now enrolled in coverage, including nearly 30,000 since the start of the #covid19 pandemic.","2020-06-07 17:30:03",0
"805",55765,NA,NA,"Ralph Northam","Democratic","today, we remember the brave forces who stormed the beaches at normandy, risking everything to defeat fascism. 

as the world honors their sacrifice on this 76th anniversary of #dday, may their example inspire us to unite in the cause of freedom and justice for all.","2020-06-06 22:11:40",1
"806",55781,0,1,"Ralph Northam","Democratic","in 2020, we can no longer honor a system that was based on the buying and selling of enslaved people. 

yes, that statue has been there for a long time. but it was wrong then, and it is wrong now. 

so we’re taking it down.","2020-06-04 15:26:13",1
"807",55790,NA,NA,"Ralph Northam","Democratic","the legacy of racism continues not just in isolated incidents like we saw in minneapolis a few days ago.

and the legacy of racism continues as part of a system that touches every person and every aspect of our lives, whether we know it or not.","2020-06-04 15:11:29",1
"808",55793,0,0,"Ralph Northam","Democratic","in virginia, for more than 400 years, we have set high ideals about freedom and equality—but we have fallen short of them.","2020-06-04 15:08:40",0
"809",55796,0,0,"Ralph Northam","Democratic","i will hold a press conference at 11:00 am tomorrow.

we will not have our regular 2:00 pm briefing, as there is a televised memorial service for george floyd scheduled to begin at the same time. 

please tune in.","2020-06-03 22:28:03",0
"810",55799,NA,NA,"Ralph Northam","Democratic","i know these actions will not bring back the lives lost. 

but they will help us create the systematic change that is needed to make sure that what happened to george floyd, and breonna taylor, and ahmaud arbery––and so many other black americans––doesn't continue to happen.","2020-06-03 00:20:57",1
"811",55801,NA,NA,"Ralph Northam","Democratic","communities of color are calling out for racial justice and healing––we have to keep listening to and learning from them.

we have to keep working to ensure our law enforcement officers have the training, and exercise the judgment to do the right thing.","2020-06-03 00:20:54",1
"812",55804,NA,NA,"Ralph Northam","Democratic","i hear you, and i am here to work with you––that is my message to protestors in richmond and around virginia.

i cannot know the depth of the pain that black americans feel right now. 

but i can stand with you, i can support you, and together we can turn this pain into action.","2020-06-03 00:20:50",1
"813",55809,1,0,"Ralph Northam","Democratic","today, i declared a state of emergency in virginia and authorized all necessary assistance to support localities as they respond to violent protests and work to keep our communities safe.

read more:","2020-05-31 21:24:50",1
"814",55811,NA,NA,"Ralph Northam","Democratic","as governor of virginia, i call on all virginians to join together and build a renewed commitment to working for justice and fair treatment.

read my full statement here:","2020-05-31 14:17:17",1
"815",55813,NA,NA,"Ralph Northam","Democratic","we have all seen too many people harassed, abused, and killed by law enforcement officers, in too many places, for too long—just for being black. i also know that others are exploiting this pain and are now causing violence.","2020-05-31 14:17:16",1
"816",55814,NA,NA,"Ralph Northam","Democratic","i acknowledge each of the voices crying out for justice and healing across the united states and in our commonwealth. i affirm the deep concerns from the black community.

i hear you. i know your pain is real.","2020-05-31 14:17:15",1
"817",55816,NA,NA,"Ralph Northam","Democratic","this is our shared responsibility—this is a humanity issue.

people are crying out for justice and healing. but those aren’t feelings—they’re actions, and we have a lot of work to do in this country and in our commonwealth.","2020-05-29 22:28:09",1
"818",55820,NA,NA,"Ralph Northam","Democratic","this has been such a sad and emotional week, with too many violent and blatant reminders of how far our country is from genuine equity and fair treatment.

george floyd, breonna taylor, ahmaud arbery, and many others have been wrongfully killed, simply for being black.","2020-05-29 22:28:07",1
"819",55827,0,0,"Ralph Northam","Democratic","we want any virginian who is worried they may have #covid19 to have access to a test. today, i announced that we are partnering with 
@cvshealth
 to open 39 new testing sites at drive-thru locations across the commonwealth, beginning tomorrow.

learn more:","2020-05-28 21:48:33",0
"820",55832,0,0,"Ralph Northam","Democratic","thank you to 
@anheuserbusch
 for producing and donating more than 3,000 bottles of hand sanitizer for distribution to localities, state agencies, and communities in need across our commonwealth.","2020-05-27 18:18:21",0
"821",55844,0,0,"Ralph Northam","Democratic","roanoke and surrounding areas are experiencing high levels of rain and flooding. the situation at spring valley dam is currently stable, but officials are constantly monitoring water levels. please continue to follow directions from local authorities, stay alert, and stay safe.","2020-05-21 17:07:29",0
"822",55846,0,0,"Ralph Northam","Democratic","today, i announced that we are convening a new work group to continue identifying ways to reduce costs and improve access to quality health coverage in our commonwealth. it’s more important now than ever that we work to reduce barriers to health care for all virginians.","2020-05-20 19:47:43",0
"823",55883,0,0,"Ralph Northam","Democratic","today, i signed an executive order delaying phase one of our #forwardvirginia plan to safely ease restrictions on certain business operations for specific localities in northern virginia.","2020-05-12 21:33:13",0
"824",55900,0,0,"Ralph Northam","Democratic","tomorrow, we will detail the first phase of our gradual approach to safely allowing restricted operations for businesses and limited gatherings. 

we will implement all changes in phases, and we will continue to be guided by data and science.","2020-05-07 19:47:09",0
"825",55918,0,0,"Ralph Northam","Democratic","these systems will supplement a growing network of decontamination capabilities in and around the commonwealth. another 
@battelle
 system was delivered to 
@washingtondc
 last week for shared use with maryland and northern virginia.","2020-05-02 16:38:17",0
"826",55921,0,0,"Ralph Northam","Democratic","the full version of today's briefing with closed captioning and sign language interpreting is available here:","2020-05-02 1:11:21",0
"827",60545,0,0,"Tony Evers","Democratic","we’ve heard story after story of folks who wish they would’ve taken this seriously and taken precautions sooner—they didn’t think it would happen to them, and then it did. so, please, don’t risk it. stay home, wisconsin.","2020-10-27 20:40:30",0
"828",60546,0,0,"Tony Evers","Democratic","here’s what we need you to do:
stay home
don’t have people over who are outside of your household
don’t go to gatherings where there are people outside of your household
limit social interactions to a circle of 5
wear a mask and stay 6 feet apart if you have to go out","2020-10-27 20:40:30",0
"829",60562,0,0,"Tony Evers","Democratic","sounds like a great plan to me, 
@davidcrowleywi
!","2020-10-21 19:02:16",0
"830",60576,0,0,"Tony Evers","Democratic","tell me your plan to vote below
and then tag/call/email/text 5 of your friends and ask: 
 
 are you voting absentee or in-person?  
when and how are you turning in your ballot or are you voting on election day?
which 5 people are you talking to about voting this november?","2020-10-15 15:34:42",0
"831",60577,0,0,"Tony Evers","Democratic","i just got off zoom with my friend, 
@lgmandelabarnes
, to ask him about his plan to vote. now i’m asking five other friends to share their plan to vote, too. 
@katierosenberg
, 
@davidcrowleywi
, 
@jodirep
, 
@statesenlatonya
, 
@repshankland
—what’s your plan to vote? #wiplantovote","2020-10-15 15:34:41",0
"832",60580,0,0,"Tony Evers","Democratic","limit your outings to essential needs and always wear a face covering when you are out and about. even the white house agrees--in this week’s wisconsin report, they said: “lack of compliance with these measures will lead to preventable deaths.”","2020-10-14 20:12:22",0
